Marca,Modelo,Ano,Cor,País,Preço (€),Tipo
Ford,Kuga,2022,Azul,Países Baixos,36731,Novo
Volkswagen,Polo,2022,Branco,Itália,36452,Novo
Ford,Kuga,2018,Vermelho,França,36351,Novo
BMW,X1,2022,Branco,Polônia,65535,Novo
Renault,Talisman,2021,Branco,Polônia,29729,Novo
Mercedes,Classe A,2019,Azul,Itália,36995,Novo
Renault,Captur,2022,Preto,Polônia,32568,Novo
Fiat,500,2020,Prata,Alemanha,17334,Novo
BMW,X3,2018,Azul,Portugal,32207,Novo
Mercedes,GLA,2018,Azul,Polônia,47037,Novo
Renault,Clio,2021,Preto,Itália,15950,Novo
Peugeot,208,2021,Prata,Itália,35076,Novo
Ford,Mondeo,2020,Branco,Espanha,30886,Novo
Volkswagen,Golf,2021,Azul,Espanha,41397,Novo
Mercedes,GLA,2019,Branco,França,84534,Novo
Audi,Q5,2019,Preto,Polônia,43396,Novo
BMW,X3,2019,Preto,Itália,39974,Novo
Ford,Mondeo,2019,Cinza,Itália,31721,Novo
Renault,Clio,2019,Verde,Polônia,20826,Novo
Ford,Mondeo,2020,Prata,Reino Unido,32371,Novo
Audi,A4,2022,Cinza,Itália,58250,Novo
BMW,Serie 5,2019,Prata,Polônia,77348,Novo
Renault,Megane,2020,Cinza,Espanha,18654,Novo
Fiat,500,2018,Branco,Polônia,14008,Novo
Fiat,500,2020,Vermelho,França,25742,Novo
Audi,Q3,2021,Prata,França,66090,Novo
Volkswagen,Passat,2020,Cinza,França,20145,Novo
Volkswagen,Passat,2022,Preto,França,20024,Novo
Peugeot,5008,2019,Prata,Itália,37841,Novo
Renault,Captur,2021,Branco,França,26035,Novo
Renault,Captur,2020,Cinza,Alemanha,22495,Novo
Peugeot,308,2021,Branco,Polônia,21232,Novo
Ford,Mondeo,2018,Prata,Alemanha,34922,Novo
Audi,Q5,2022,Prata,França,71610,Novo
Ford,Fiesta,2019,Branco,Países Baixos,22757,Novo
BMW,X3,2020,Branco,Alemanha,37486,Novo
Audi,Q5,2020,Prata,Países Baixos,77402,Novo
Mercedes,GLC,2019,Azul,Portugal,42108,Novo
Renault,Captur,2022,Preto,Alemanha,17242,Novo
Audi,A3,2018,Preto,Itália,63337,Novo
Peugeot,3008,2018,Preto,Espanha,36591,Novo
Peugeot,5008,2022,Preto,Países Baixos,21707,Novo
Audi,Q5,2021,Cinza,Itália,74200,Novo
Peugeot,5008,2022,Verde,Portugal,16825,Novo
Mercedes,Classe A,2019,Cinza,Espanha,68729,Novo
Audi,A4,2022,Cinza,Polônia,39652,Novo
Mercedes,Classe C,2021,Vermelho,Espanha,67613,Novo
Fiat,500,2018,Preto,França,15353,Novo
Fiat,Tipo,2022,Cinza,Países Baixos,23161,Novo
Mercedes,GLA,2019,Branco,Países Baixos,61717,Novo
Fiat,Panda,2019,Prata,Portugal,13792,Novo
BMW,Serie 3,2020,Cinza,Itália,39509,Novo
Fiat,Panda,2020,Azul,Espanha,13056,Novo
Ford,Fiesta,2020,Preto,Espanha,25923,Novo
Renault,Talisman,2020,Branco,Reino Unido,22163,Novo
Fiat,500,2021,Azul,Alemanha,17157,Novo
Mercedes,Classe C,2018,Prata,Países Baixos,77895,Novo
Mercedes,Classe A,2020,Preto,França,49331,Novo
Mercedes,GLC,2021,Prata,Espanha,56597,Novo
Renault,Captur,2019,Vermelho,Portugal,16593,Novo
BMW,Serie 3,2019,Cinza,Reino Unido,73863,Novo
Audi,Q5,2020,Vermelho,Alemanha,40666,Novo
BMW,X1,2020,Cinza,Portugal,44055,Novo
Fiat,Punto,2021,Prata,Itália,22779,Novo
Ford,Kuga,2018,Branco,França,24633,Novo
BMW,X1,2019,Cinza,Países Baixos,44353,Novo
Audi,A4,2021,Preto,Espanha,77944,Novo
Renault,Megane,2020,Branco,Reino Unido,30490,Novo
Peugeot,3008,2018,Vermelho,Polônia,32163,Novo
Mercedes,GLC,2020,Azul,Países Baixos,30726,Novo
Audi,Q5,2019,Cinza,Itália,57832,Novo
Fiat,Tipo,2021,Prata,Itália,26170,Novo
Renault,Megane,2020,Branco,Alemanha,26630,Novo
Renault,Megane,2018,Branco,França,26414,Novo
Peugeot,308,2020,Verde,França,19786,Novo
Peugeot,5008,2021,Vermelho,Reino Unido,34568,Novo
Volkswagen,Golf,2021,Cinza,Reino Unido,38271,Novo
Volkswagen,Polo,2018,Cinza,Itália,18998,Novo
Renault,Captur,2020,Prata,Espanha,19810,Novo
Ford,Focus,2019,Preto,Espanha,39194,Novo
Volkswagen,Polo,2019,Cinza,Espanha,29611,Novo
Mercedes,Classe A,2022,Preto,Espanha,79038,Novo
Volkswagen,Golf,2021,Cinza,Itália,26162,Novo
Volkswagen,Passat,2022,Cinza,Países Baixos,43831,Novo
Audi,Q5,2020,Verde,França,40705,Novo
Fiat,500,2022,Preto,Portugal,21601,Novo
BMW,X3,2022,Prata,Países Baixos,75596,Novo
Ford,Fiesta,2021,Vermelho,Itália,18461,Novo
BMW,Serie 5,2021,Cinza,França,38900,Novo
BMW,X1,2020,Cinza,Alemanha,62930,Novo
Volkswagen,Passat,2019,Azul,Portugal,43863,Novo
Fiat,Punto,2022,Azul,Itália,27529,Novo
Fiat,Punto,2021,Branco,Países Baixos,24918,Novo
BMW,Serie 1,2020,Cinza,Espanha,50708,Novo
Volkswagen,Tiguan,2020,Preto,Espanha,21545,Novo
Renault,Talisman,2019,Branco,Alemanha,30326,Novo
Volkswagen,Golf,2018,Vermelho,Alemanha,23020,Novo
Audi,Q3,2022,Azul,Países Baixos,31483,Novo
Ford,Mondeo,2022,Vermelho,França,23754,Novo
Fiat,Panda,2020,Vermelho,Espanha,25595,Novo
Renault,Clio,2021,Cinza,Reino Unido,34929,Novo
Volkswagen,Tiguan,2018,Azul,Polônia,20445,Novo
Mercedes,GLC,2021,Vermelho,Polônia,33887,Novo
Renault,Captur,2019,Cinza,Polônia,31239,Novo
Mercedes,GLC,2019,Preto,Espanha,39956,Novo
Ford,Fiesta,2022,Branco,Polônia,19338,Novo
Renault,Captur,2021,Preto,Itália,31075,Novo
Fiat,Panda,2022,Azul,Espanha,20679,Novo
Audi,Q5,2018,Cinza,França,57093,Novo
Peugeot,308,2020,Branco,Portugal,39987,Novo
Peugeot,308,2021,Azul,Polônia,19649,Novo
BMW,Serie 5,2021,Preto,França,74492,Novo
Volkswagen,Polo,2021,Cinza,Países Baixos,32507,Novo
Volkswagen,Golf,2022,Preto,Países Baixos,27805,Novo
Ford,Focus,2021,Cinza,Espanha,29101,Novo
BMW,X1,2022,Preto,Reino Unido,62053,Novo
BMW,Serie 5,2018,Azul,França,44464,Novo
BMW,X1,2019,Cinza,Espanha,77694,Novo
Audi,A4,2019,Branco,Países Baixos,81847,Novo
Fiat,Tipo,2019,Preto,Alemanha,18871,Novo
Audi,Q3,2020,Preto,Alemanha,49077,Novo
Mercedes,GLC,2021,Prata,Alemanha,47561,Novo
Volkswagen,Tiguan,2021,Verde,França,32037,Novo
Audi,Q5,2019,Branco,Alemanha,84428,Novo
Audi,Q5,2019,Cinza,Polônia,76326,Novo
Audi,A4,2021,Preto,Polônia,60574,Novo
Volkswagen,Tiguan,2018,Azul,Espanha,30901,Novo
Ford,Focus,2022,Prata,França,28294,Novo
Ford,Focus,2021,Preto,Alemanha,24128,Novo
BMW,X1,2021,Verde,Países Baixos,54795,Novo
Volkswagen,Tiguan,2020,Branco,Itália,20453,Novo
Renault,Megane,2021,Cinza,Itália,30865,Novo
Audi,Q5,2022,Preto,Espanha,61821,Novo
Ford,Focus,2019,Preto,Reino Unido,26306,Novo
Fiat,Tipo,2021,Branco,Alemanha,15489,Novo
Audi,Q5,2022,Azul,Espanha,81316,Novo
Renault,Megane,2018,Azul,Polônia,24740,Novo
Audi,Q3,2020,Branco,França,70501,Novo
Peugeot,208,2022,Branco,Alemanha,19343,Novo
Ford,Mondeo,2018,Cinza,Itália,24251,Novo
Renault,Clio,2020,Preto,França,29895,Novo
Fiat,Punto,2020,Branco,Polônia,27104,Novo
Renault,Clio,2022,Verde,Espanha,30469,Novo
Ford,Focus,2022,Prata,Reino Unido,38083,Novo
Renault,Megane,2020,Branco,Países Baixos,27891,Novo
Peugeot,308,2020,Vermelho,França,27777,Novo
Fiat,500,2019,Cinza,Itália,12156,Novo
BMW,Serie 1,2020,Branco,Reino Unido,57885,Novo
Ford,Mondeo,2018,Prata,França,20801,Novo
Ford,Kuga,2021,Prata,Reino Unido,27797,Novo
Fiat,500,2018,Azul,Itália,22302,Novo
BMW,X1,2019,Branco,Países Baixos,78919,Novo
Audi,Q5,2019,Branco,Reino Unido,40766,Novo
BMW,Serie 1,2021,Preto,Itália,56840,Novo
Audi,A4,2022,Prata,França,37507,Novo
Audi,Q3,2021,Cinza,Itália,50491,Novo
Ford,Focus,2018,Branco,Polônia,29776,Novo
Ford,Fiesta,2018,Cinza,Países Baixos,39869,Novo
BMW,X1,2020,Azul,Espanha,67844,Novo
Audi,Q5,2019,Cinza,Alemanha,51120,Novo
Fiat,Panda,2020,Branco,Reino Unido,27016,Novo
Audi,Q5,2020,Vermelho,França,40254,Novo
Peugeot,3008,2018,Vermelho,Alemanha,33431,Novo
Fiat,Panda,2018,Cinza,Portugal,16870,Novo
Renault,Captur,2020,Prata,Alemanha,29135,Novo
Peugeot,308,2019,Prata,Espanha,18256,Novo
Mercedes,Classe A,2019,Cinza,França,82433,Novo
Mercedes,Classe C,2022,Preto,Alemanha,83689,Novo
Mercedes,Classe A,2018,Cinza,França,44008,Novo
BMW,Serie 1,2019,Vermelho,Reino Unido,75407,Novo
Fiat,Tipo,2018,Cinza,Países Baixos,21339,Novo
Fiat,Panda,2021,Branco,Portugal,14314,Novo
Renault,Captur,2022,Prata,Reino Unido,27217,Novo
Mercedes,GLA,2022,Preto,Portugal,42178,Novo
Mercedes,Classe C,2018,Azul,Alemanha,88388,Novo
Volkswagen,Passat,2018,Preto,Itália,27833,Novo
BMW,X3,2021,Preto,Reino Unido,57244,Novo
Ford,Fiesta,2021,Preto,Polônia,39860,Novo
Fiat,Tipo,2021,Branco,Itália,27713,Novo
BMW,X3,2022,Preto,Reino Unido,65495,Novo
BMW,Serie 3,2020,Cinza,Espanha,33137,Novo
Ford,Kuga,2022,Branco,Polônia,27282,Novo
Audi,Q3,2021,Cinza,Polônia,65067,Novo
Renault,Megane,2018,Branco,Reino Unido,27337,Novo
Peugeot,3008,2021,Branco,Reino Unido,38956,Novo
Peugeot,5008,2020,Cinza,Países Baixos,27383,Novo
Volkswagen,Golf,2022,Preto,Reino Unido,35232,Novo
Ford,Focus,2019,Preto,Países Baixos,27681,Novo
Ford,Focus,2022,Vermelho,Reino Unido,21006,Novo
Peugeot,5008,2021,Azul,Polônia,18976,Novo
Renault,Megane,2022,Cinza,Espanha,33315,Novo
Fiat,Tipo,2021,Preto,Polônia,13081,Novo
Mercedes,GLC,2021,Cinza,Portugal,66774,Novo
BMW,X3,2022,Branco,Alemanha,63717,Novo
Peugeot,208,2022,Vermelho,Alemanha,35343,Novo
Renault,Talisman,2019,Branco,Espanha,32878,Novo
Ford,Mondeo,2021,Branco,Portugal,17216,Novo
Fiat,500,2018,Cinza,Portugal,23851,Novo
Renault,Captur,2019,Cinza,Alemanha,32908,Novo
Ford,Mondeo,2022,Cinza,Polônia,25772,Novo
Audi,Q5,2019,Branco,Países Baixos,49681,Novo
Fiat,Tipo,2020,Branco,Espanha,19140,Novo
Volkswagen,Passat,2018,Branco,Reino Unido,26567,Novo
Fiat,Panda,2022,Preto,Países Baixos,20901,Novo
Fiat,500,2020,Azul,Portugal,27327,Novo
Fiat,500,2018,Azul,Alemanha,27246,Novo
Fiat,500,2019,Branco,Alemanha,23013,Novo
Renault,Captur,2022,Branco,França,17747,Novo
Mercedes,Classe C,2021,Azul,Países Baixos,58672,Novo
Volkswagen,Passat,2022,Vermelho,Reino Unido,33250,Novo
Renault,Clio,2019,Vermelho,Espanha,34281,Novo
Volkswagen,Passat,2018,Vermelho,Polônia,32522,Novo
Mercedes,Classe C,2021,Branco,Itália,51555,Novo
Volkswagen,Passat,2020,Cinza,Países Baixos,39894,Novo
Peugeot,208,2020,Vermelho,Países Baixos,34846,Novo
Audi,A3,2021,Cinza,Reino Unido,74056,Novo
Renault,Talisman,2021,Cinza,Espanha,16405,Novo
Volkswagen,Passat,2020,Branco,Espanha,22742,Novo
Peugeot,208,2021,Azul,Itália,27212,Novo
Fiat,Panda,2018,Cinza,Espanha,16933,Novo
Audi,A4,2022,Branco,Alemanha,56706,Novo
Ford,Kuga,2019,Vermelho,Espanha,34225,Novo
Mercedes,Classe C,2018,Cinza,Polônia,49845,Novo
Peugeot,208,2022,Branco,Países Baixos,22926,Novo
Audi,Q5,2021,Preto,Reino Unido,59089,Novo
Mercedes,GLA,2019,Verde,Portugal,36630,Novo
Peugeot,5008,2022,Azul,Itália,18137,Novo
Ford,Kuga,2019,Cinza,França,19113,Novo
Renault,Clio,2022,Cinza,Itália,24558,Novo
Mercedes,GLC,2020,Preto,Portugal,88388,Novo
Renault,Captur,2020,Preto,França,20751,Novo
BMW,X3,2020,Verde,Reino Unido,45800,Novo
Audi,A3,2021,Cinza,França,60450,Novo
Renault,Clio,2018,Preto,França,32014,Novo
Fiat,500,2018,Prata,Itália,18063,Novo
Renault,Clio,2021,Branco,Reino Unido,16525,Novo
Ford,Mondeo,2021,Azul,Espanha,17159,Novo
Peugeot,3008,2021,Verde,Alemanha,25091,Novo
Mercedes,GLC,2020,Branco,Espanha,40674,Novo
Renault,Talisman,2018,Cinza,França,24928,Novo
Volkswagen,Polo,2022,Cinza,Portugal,21418,Novo
Ford,Focus,2020,Cinza,Itália,27600,Novo
Renault,Clio,2019,Preto,Espanha,27989,Novo
Volkswagen,Tiguan,2020,Cinza,Reino Unido,31820,Novo
Renault,Talisman,2022,Branco,Reino Unido,15290,Novo
Mercedes,Classe C,2020,Branco,Polônia,75940,Novo
Fiat,Tipo,2018,Cinza,França,18580,Novo
BMW,X3,2020,Vermelho,Alemanha,33364,Novo
Mercedes,GLC,2021,Branco,Espanha,50390,Novo
Volkswagen,Passat,2022,Vermelho,Itália,27818,Novo
Mercedes,GLC,2020,Branco,Alemanha,48728,Novo
BMW,X3,2018,Prata,Alemanha,54661,Novo
Mercedes,GLA,2018,Branco,França,66879,Novo
Renault,Clio,2020,Azul,França,25141,Novo
Volkswagen,Golf,2021,Preto,Países Baixos,42242,Novo
BMW,Serie 1,2019,Cinza,Reino Unido,75517,Novo
BMW,Serie 5,2018,Azul,Portugal,64317,Novo
Fiat,Punto,2019,Vermelho,Itália,27796,Novo
Audi,Q3,2021,Branco,França,67011,Novo
Renault,Megane,2020,Vermelho,Países Baixos,28963,Novo
Fiat,500,2019,Azul,Portugal,22861,Novo
Audi,Q5,2019,Verde,Portugal,63267,Novo
Fiat,Panda,2022,Preto,Alemanha,22034,Novo
Renault,Captur,2021,Preto,Itália,19788,Novo
Mercedes,GLC,2021,Branco,Portugal,73949,Novo
Peugeot,308,2019,Prata,Reino Unido,36604,Novo
Mercedes,Classe A,2019,Cinza,Itália,58061,Novo
Renault,Clio,2021,Azul,Países Baixos,31067,Novo
Audi,A4,2019,Verde,França,40848,Novo
Peugeot,208,2022,Preto,França,18029,Novo
Volkswagen,Passat,2019,Azul,Polônia,44313,Novo
Renault,Captur,2021,Cinza,Países Baixos,19700,Novo
BMW,Serie 3,2021,Preto,Itália,34278,Novo
BMW,Serie 1,2019,Preto,Portugal,55915,Novo
Peugeot,3008,2018,Prata,Alemanha,20202,Novo
Peugeot,5008,2021,Preto,França,39544,Novo
Mercedes,Classe C,2022,Preto,Países Baixos,36600,Novo
Fiat,Tipo,2020,Verde,Polônia,12010,Novo
Fiat,Punto,2018,Cinza,França,26041,Novo
Ford,Fiesta,2021,Cinza,Espanha,34277,Novo
Volkswagen,Polo,2022,Branco,Espanha,34338,Novo
Mercedes,GLC,2019,Branco,Espanha,40872,Novo
BMW,Serie 5,2022,Cinza,Reino Unido,55906,Novo
Ford,Mondeo,2022,Cinza,Itália,17821,Novo
Mercedes,Classe C,2019,Cinza,França,86868,Novo
Fiat,Panda,2020,Vermelho,Itália,12757,Novo
BMW,X1,2020,Preto,Reino Unido,43025,Novo
BMW,Serie 5,2022,Preto,Polônia,47852,Novo
Volkswagen,Polo,2019,Cinza,Espanha,24424,Novo
Ford,Kuga,2021,Branco,França,23312,Novo
Volkswagen,Tiguan,2019,Azul,Polônia,18901,Novo
Peugeot,5008,2021,Preto,Países Baixos,30178,Novo
Ford,Kuga,2020,Prata,Itália,25038,Novo
Volkswagen,Polo,2018,Prata,França,23349,Novo
Ford,Fiesta,2018,Branco,Reino Unido,18931,Novo
Ford,Mondeo,2019,Prata,Países Baixos,18347,Novo
BMW,X3,2019,Prata,França,52293,Novo
Mercedes,GLC,2019,Cinza,Alemanha,32353,Novo
BMW,Serie 5,2018,Preto,Reino Unido,50766,Novo
Audi,Q3,2018,Branco,Espanha,68446,Novo
Mercedes,GLA,2022,Branco,Países Baixos,70591,Novo
Fiat,500,2022,Preto,França,20838,Novo
Ford,Kuga,2018,Prata,Alemanha,26252,Novo
Fiat,Panda,2018,Prata,Polônia,12408,Novo
Peugeot,3008,2018,Verde,França,29880,Novo
Fiat,Punto,2022,Vermelho,França,13092,Novo
Peugeot,308,2019,Azul,Alemanha,24724,Novo
Mercedes,Classe A,2020,Prata,Reino Unido,35895,Novo
Fiat,Tipo,2020,Vermelho,Polônia,23362,Novo
Peugeot,3008,2020,Verde,Reino Unido,25522,Novo
Renault,Captur,2022,Branco,Portugal,19976,Novo
Audi,Q3,2020,Verde,Espanha,60019,Novo
BMW,X1,2021,Cinza,Reino Unido,67311,Novo
Fiat,Tipo,2021,Branco,Espanha,13366,Novo
Renault,Captur,2021,Preto,Polônia,21167,Novo
Fiat,500,2022,Azul,Reino Unido,25055,Novo
Ford,Mondeo,2018,Cinza,Países Baixos,35357,Novo
Peugeot,3008,2018,Preto,França,22506,Novo
Peugeot,5008,2021,Verde,Alemanha,22199,Novo
Volkswagen,Golf,2022,Vermelho,Itália,23768,Novo
Peugeot,3008,2019,Cinza,Polônia,30358,Novo
Peugeot,3008,2019,Azul,Reino Unido,37454,Novo
Renault,Captur,2019,Branco,França,15168,Novo
Ford,Mondeo,2019,Branco,Alemanha,33224,Novo
Peugeot,3008,2020,Cinza,Espanha,31319,Novo
Ford,Kuga,2022,Azul,Itália,18061,Novo
Mercedes,GLC,2020,Verde,Portugal,69409,Novo
BMW,Serie 3,2020,Verde,Polônia,36015,Novo
BMW,X1,2022,Branco,França,49400,Novo
BMW,Serie 1,2021,Preto,Polônia,45955,Novo
Ford,Fiesta,2020,Branco,Espanha,34386,Novo
Ford,Kuga,2020,Cinza,Itália,33467,Novo
Audi,A4,2021,Branco,França,34386,Novo
Renault,Megane,2021,Preto,Itália,28712,Novo
Peugeot,308,2021,Branco,Polônia,16757,Novo
Peugeot,208,2019,Preto,Espanha,25358,Novo
Mercedes,Classe C,2021,Preto,França,36037,Novo
Audi,A3,2020,Prata,Itália,67285,Novo
Audi,Q3,2020,Preto,Portugal,77540,Novo
Ford,Mondeo,2020,Branco,Alemanha,39767,Novo
Mercedes,Classe A,2022,Branco,Alemanha,32717,Novo
Mercedes,GLA,2018,Vermelho,Países Baixos,51022,Novo
Peugeot,308,2018,Vermelho,Reino Unido,35434,Novo
Renault,Clio,2020,Preto,Itália,17816,Novo
BMW,Serie 3,2020,Branco,Portugal,71286,Novo
Mercedes,GLA,2021,Azul,Polônia,62686,Novo
Peugeot,308,2018,Branco,Itália,35828,Novo
Audi,A3,2022,Vermelho,Portugal,45637,Novo
Ford,Fiesta,2021,Vermelho,Polônia,20903,Novo
Mercedes,Classe C,2018,Preto,Países Baixos,57019,Novo
Mercedes,Classe A,2019,Branco,Reino Unido,70658,Novo
Peugeot,5008,2021,Azul,Alemanha,27355,Novo
Audi,Q5,2021,Cinza,Portugal,50768,Novo
Peugeot,3008,2019,Preto,Itália,34028,Novo
Peugeot,3008,2018,Preto,Itália,27427,Novo
Ford,Focus,2022,Verde,Alemanha,38215,Novo
Ford,Fiesta,2022,Branco,Espanha,36589,Novo
Fiat,Tipo,2022,Vermelho,Reino Unido,23546,Novo
Mercedes,GLC,2019,Preto,França,83013,Novo
Peugeot,208,2022,Preto,Portugal,19288,Novo
Fiat,Tipo,2018,Azul,Alemanha,22735,Novo
Audi,Q5,2021,Vermelho,Reino Unido,42521,Novo
Peugeot,3008,2022,Preto,Itália,30701,Novo
Volkswagen,Polo,2021,Cinza,Espanha,36260,Novo
Volkswagen,Tiguan,2019,Preto,França,36751,Novo
Ford,Fiesta,2020,Branco,Portugal,32753,Novo
Peugeot,5008,2021,Preto,Alemanha,34335,Novo
Peugeot,308,2019,Preto,Itália,22180,Novo
Renault,Captur,2019,Azul,Países Baixos,19778,Novo
Volkswagen,Passat,2021,Azul,Alemanha,37414,Novo
BMW,Serie 3,2020,Preto,Portugal,71989,Novo
Audi,Q3,2018,Verde,Polônia,59432,Novo
Ford,Kuga,2019,Cinza,Alemanha,25271,Novo
BMW,Serie 5,2021,Azul,Espanha,60140,Novo
Fiat,Punto,2020,Preto,Alemanha,21960,Novo
Peugeot,208,2020,Preto,França,36873,Novo
Fiat,500,2022,Branco,Alemanha,23674,Novo
Renault,Clio,2020,Azul,França,23438,Novo
Peugeot,5008,2020,Cinza,Espanha,18088,Novo
Mercedes,GLC,2020,Preto,Reino Unido,49544,Novo
Renault,Clio,2020,Vermelho,Portugal,18658,Novo
Audi,A3,2020,Preto,Itália,35354,Novo
Audi,Q5,2021,Preto,Portugal,67370,Novo
BMW,X3,2018,Preto,Espanha,52416,Novo
Mercedes,Classe A,2019,Preto,Reino Unido,81992,Novo
Ford,Mondeo,2019,Cinza,Países Baixos,27843,Novo
Volkswagen,Polo,2019,Cinza,Polônia,32901,Novo
Mercedes,GLC,2019,Branco,Países Baixos,38462,Novo
Renault,Megane,2022,Branco,Itália,16641,Novo
Peugeot,5008,2022,Verde,França,37935,Novo
Volkswagen,Golf,2022,Vermelho,Alemanha,41448,Novo
Mercedes,GLC,2022,Cinza,Alemanha,81579,Novo
Ford,Focus,2022,Branco,Países Baixos,26113,Novo
Mercedes,Classe A,2022,Preto,Espanha,48053,Novo
Mercedes,Classe C,2019,Branco,Alemanha,55718,Novo
Renault,Megane,2020,Preto,Países Baixos,23588,Novo
Fiat,Panda,2018,Vermelho,Países Baixos,24935,Novo
Volkswagen,Golf,2019,Vermelho,Espanha,21364,Novo
BMW,Serie 3,2020,Cinza,Polônia,36664,Novo
Renault,Megane,2021,Cinza,França,28169,Novo
Audi,A3,2019,Branco,Itália,73297,Novo
Mercedes,Classe A,2019,Verde,Alemanha,44290,Novo
Peugeot,3008,2020,Azul,Portugal,16964,Novo
Peugeot,308,2019,Cinza,Espanha,27522,Novo
BMW,Serie 1,2020,Branco,França,36705,Novo
Audi,A4,2020,Preto,Alemanha,40308,Novo
Audi,Q3,2022,Prata,Polônia,66213,Novo
Ford,Mondeo,2018,Cinza,Portugal,35619,Novo
Audi,A4,2021,Cinza,Países Baixos,33407,Novo
Renault,Captur,2020,Cinza,França,17605,Novo
Audi,Q5,2020,Prata,Espanha,30838,Novo
Volkswagen,Golf,2020,Branco,Países Baixos,40155,Novo
BMW,X1,2021,Branco,Espanha,50992,Novo
Renault,Talisman,2019,Cinza,França,24426,Novo
BMW,Serie 5,2019,Cinza,Portugal,43922,Novo
Mercedes,GLC,2021,Preto,Alemanha,88616,Novo
Fiat,500,2018,Cinza,Alemanha,22179,Novo
Volkswagen,Passat,2021,Prata,Alemanha,27097,Novo
Fiat,Panda,2020,Verde,Polônia,16289,Novo
Peugeot,5008,2021,Cinza,Países Baixos,27190,Novo
Volkswagen,Golf,2019,Cinza,Alemanha,40227,Novo
Mercedes,GLC,2018,Cinza,Reino Unido,46323,Novo
Ford,Fiesta,2018,Preto,Reino Unido,27470,Novo
Audi,Q3,2021,Vermelho,Reino Unido,72053,Novo
Peugeot,308,2019,Branco,Países Baixos,36262,Novo
Peugeot,308,2022,Prata,França,34507,Novo
Peugeot,208,2020,Preto,Países Baixos,19940,Novo
Peugeot,208,2021,Preto,Reino Unido,37447,Novo
Ford,Kuga,2018,Preto,Países Baixos,28817,Novo
BMW,Serie 5,2020,Azul,Itália,57650,Novo
BMW,Serie 1,2020,Preto,Itália,62179,Novo
Volkswagen,Tiguan,2022,Azul,Itália,18896,Novo
Peugeot,308,2019,Preto,Espanha,27479,Novo
BMW,Serie 3,2020,Prata,Espanha,76473,Novo
Audi,A3,2019,Preto,Países Baixos,74611,Novo
Renault,Megane,2021,Cinza,Espanha,30368,Novo
Peugeot,5008,2022,Branco,Alemanha,26923,Novo
BMW,X3,2019,Preto,Portugal,62085,Novo
Mercedes,Classe C,2019,Prata,Portugal,77499,Novo
BMW,Serie 5,2021,Prata,Polônia,68392,Novo
Fiat,500,2019,Cinza,Portugal,17167,Novo
Fiat,Tipo,2018,Branco,Polônia,24133,Novo
Audi,A3,2020,Preto,Espanha,71303,Novo
Fiat,500,2019,Cinza,Polônia,12050,Novo
Renault,Talisman,2018,Vermelho,Itália,28693,Novo
Mercedes,GLC,2022,Branco,Portugal,81893,Novo
Peugeot,308,2021,Preto,Espanha,22484,Novo
Audi,Q5,2019,Cinza,Reino Unido,53682,Novo
Volkswagen,Polo,2019,Branco,Itália,25519,Novo
Volkswagen,Polo,2021,Preto,França,32530,Novo
Ford,Fiesta,2021,Prata,Itália,30261,Novo
BMW,Serie 5,2020,Branco,Espanha,63046,Novo
Peugeot,3008,2018,Cinza,França,18870,Novo
Mercedes,Classe C,2018,Azul,Polônia,79639,Novo
Volkswagen,Golf,2019,Preto,Espanha,28176,Novo
Ford,Mondeo,2021,Branco,Itália,39226,Novo
BMW,X3,2019,Cinza,Alemanha,65680,Novo
BMW,Serie 1,2020,Prata,Alemanha,57069,Novo
Fiat,Tipo,2019,Azul,Espanha,16521,Novo
Ford,Kuga,2019,Vermelho,Polônia,32835,Novo
Ford,Kuga,2020,Branco,Reino Unido,36471,Novo
BMW,Serie 5,2022,Branco,Polônia,44193,Novo
Audi,Q3,2022,Preto,Alemanha,37100,Novo
Audi,Q5,2022,Branco,Espanha,54028,Novo
Mercedes,GLC,2022,Cinza,Polônia,68082,Novo
Mercedes,GLA,2020,Cinza,Países Baixos,58746,Novo
Volkswagen,Golf,2022,Azul,Itália,41900,Novo
Renault,Clio,2021,Preto,Alemanha,23184,Novo
Fiat,Punto,2021,Cinza,Polônia,24144,Novo
Peugeot,3008,2020,Cinza,Países Baixos,22325,Novo
BMW,X1,2019,Cinza,Portugal,51253,Novo
Volkswagen,Polo,2021,Prata,Espanha,25858,Novo
Mercedes,Classe C,2018,Vermelho,Polônia,46036,Novo
Audi,A3,2020,Cinza,França,83558,Novo
Audi,A4,2022,Vermelho,Itália,52957,Novo
Renault,Clio,2021,Verde,Reino Unido,24207,Novo
Ford,Fiesta,2018,Branco,Países Baixos,20062,Novo
Volkswagen,Passat,2018,Vermelho,Alemanha,25620,Novo
Ford,Kuga,2020,Azul,Espanha,17282,Novo
Volkswagen,Golf,2021,Branco,Portugal,43526,Novo
BMW,Serie 3,2019,Preto,Países Baixos,39820,Novo
Fiat,Punto,2021,Azul,Portugal,23665,Novo
Fiat,Tipo,2022,Verde,Países Baixos,21064,Novo
Renault,Clio,2022,Prata,Itália,30279,Novo
Renault,Talisman,2019,Vermelho,Alemanha,22937,Novo
Renault,Megane,2019,Preto,Polônia,25128,Novo
BMW,Serie 5,2019,Preto,França,68469,Novo
Mercedes,GLA,2020,Prata,Espanha,60518,Novo
Fiat,Punto,2020,Preto,França,15159,Novo
Peugeot,208,2019,Azul,Reino Unido,19516,Novo
