Marca,Modelo,Ano,Cor,País,Preço (€),Quilometragem (km),Tipo
Peugeot,208,2014,Azul,Polônia,44046,139369,Usado
Ford,Focus,2017,Vermelho,Alemanha,58645,174474,Usado
BMW,X3,2001,Preto,França,58591,230410,Usado
Volkswagen,Tiguan,2001,Cinza,França,58480,16312,Usado
Volkswagen,Tiguan,2005,Cinza,Países Baixos,10173,152489,Usado
Mercedes,GLA,2008,Verde,Países Baixos,35777,137799,Usado
Audi,Q3,2012,Branco,Itália,7044,186400,Usado
Renault,Clio,2019,Verde,Portugal,16597,82305,Usado
Fiat,Punto,2017,Preto,Alemanha,13827,77810,Usado
Renault,Captur,2015,Azul,França,12216,55773,Usado
Renault,Clio,2003,Branco,Portugal,52766,107384,Usado
Renault,Megane,2012,Vermelho,Polônia,51518,240518,Usado
Ford,Fiesta,2006,Azul,Itália,6765,149379,Usado
BMW,Serie 5,2015,Cinza,Países Baixos,49639,68838,Usado
Volkswagen,Polo,2013,Cinza,Itália,15507,100439,Usado
Audi,A4,2003,Cinza,Itália,6863,185898,Usado
Fiat,Panda,2010,Branco,Reino Unido,7503,67812,Usado
Renault,Clio,2017,Azul,Países Baixos,24861,92667,Usado
BMW,X1,2014,Preto,Espanha,39163,29014,Usado
Mercedes,GLA,2016,Branco,Portugal,38170,208094,Usado
Audi,Q5,2009,Branco,Alemanha,33337,192365,Usado
Mercedes,GLC,2007,Vermelho,Espanha,21701,76527,Usado
Fiat,Punto,2008,Preto,Alemanha,44324,41381,Usado
Ford,Mondeo,2013,Cinza,Espanha,18237,143653,Usado
Audi,Q5,2003,Cinza,França,54301,206498,Usado
BMW,X3,2010,Preto,Itália,9379,91903,Usado
Audi,A4,2022,Cinza,Espanha,8927,171257,Usado
Audi,Q3,2003,Preto,Países Baixos,22494,54860,Usado
Volkswagen,Polo,2012,Cinza,Portugal,48333,60271,Usado
Ford,Mondeo,2003,Branco,Países Baixos,22327,105309,Usado
BMW,Serie 3,2003,Preto,Portugal,53354,160659,Usado
Ford,Fiesta,2001,Branco,Portugal,42206,47316,Usado
Ford,Focus,2013,Preto,Portugal,41157,233904,Usado
Ford,Fiesta,2004,Cinza,Polônia,24807,9617,Usado
Volkswagen,Golf,2021,Branco,Alemanha,18785,125266,Usado
Renault,Megane,2017,Vermelho,Espanha,19310,249890,Usado
Volkswagen,Tiguan,2002,Preto,França,23613,50883,Usado
Volkswagen,Passat,2016,Preto,Alemanha,9530,106741,Usado
BMW,X1,2003,Branco,Itália,49333,239622,Usado
BMW,Serie 3,2011,Cinza,Itália,58547,198544,Usado
Mercedes,GLA,2002,Preto,Reino Unido,53558,216612,Usado
Fiat,Tipo,2018,Branco,Alemanha,50731,205175,Usado
Peugeot,208,2011,Preto,Espanha,23737,195595,Usado
Audi,Q3,2002,Cinza,Países Baixos,40112,249109,Usado
Volkswagen,Golf,2013,Azul,Espanha,49000,234715,Usado
Fiat,Panda,2017,Azul,Espanha,39107,117537,Usado
Ford,Fiesta,2014,Branco,França,45631,89699,Usado
Fiat,Tipo,2010,Verde,Espanha,24186,85069,Usado
Audi,A4,2007,Branco,Portugal,44616,150423,Usado
Fiat,Panda,2012,Azul,Países Baixos,22346,75449,Usado
Peugeot,5008,2003,Cinza,Portugal,29065,155351,Usado
Volkswagen,Polo,2015,Prata,Países Baixos,9294,48582,Usado
Fiat,500,2020,Branco,França,17245,97955,Usado
BMW,X1,2022,Branco,Portugal,51664,71873,Usado
Fiat,Tipo,2010,Branco,Espanha,4411,114202,Usado
Fiat,Punto,2021,Preto,Alemanha,46591,142970,Usado
Audi,Q5,2000,Prata,Espanha,31824,47132,Usado
Mercedes,Classe C,2005,Azul,Itália,48570,25768,Usado
Volkswagen,Passat,2008,Verde,Países Baixos,57161,96810,Usado
Volkswagen,Passat,2010,Cinza,Itália,54330,52308,Usado
Renault,Talisman,2005,Azul,França,27822,148771,Usado
Peugeot,308,2013,Branco,Países Baixos,12671,15983,Usado
Peugeot,3008,2012,Vermelho,Polônia,17023,177111,Usado
Ford,Mondeo,2020,Preto,França,22508,115863,Usado
Ford,Mondeo,2019,Vermelho,Países Baixos,54391,128859,Usado
Audi,Q5,2013,Cinza,França,21919,95098,Usado
Fiat,Punto,2003,Azul,Alemanha,10680,52952,Usado
Renault,Megane,2006,Preto,Países Baixos,54060,32200,Usado
BMW,Serie 3,2013,Prata,Alemanha,28196,45454,Usado
Ford,Focus,2006,Branco,França,21768,105637,Usado
Fiat,Panda,2004,Verde,Espanha,28877,196822,Usado
Fiat,500,2017,Preto,Países Baixos,3918,9915,Usado
BMW,Serie 1,2015,Azul,Itália,3472,227976,Usado
Ford,Fiesta,2004,Azul,Polônia,59522,64051,Usado
Volkswagen,Golf,2022,Branco,Polônia,46125,99817,Usado
BMW,X3,2009,Preto,Países Baixos,14230,95889,Usado
Mercedes,Classe C,2020,Branco,Itália,55051,140575,Usado
Mercedes,GLA,2006,Verde,Espanha,20844,108685,Usado
Audi,Q5,2004,Cinza,Polônia,58450,243707,Usado
Peugeot,208,2018,Preto,Itália,12855,124719,Usado
Volkswagen,Polo,2014,Branco,Países Baixos,8117,70007,Usado
Ford,Kuga,2009,Verde,Países Baixos,19242,163972,Usado
BMW,Serie 1,2000,Preto,França,10638,143528,Usado
Renault,Clio,2010,Vermelho,Reino Unido,13798,148297,Usado
Volkswagen,Passat,2003,Cinza,Itália,39940,183102,Usado
Renault,Talisman,2001,Cinza,Polônia,37358,134170,Usado
Mercedes,GLC,2022,Prata,Espanha,23735,180138,Usado
Mercedes,GLA,2013,Branco,Itália,31479,179940,Usado
Audi,Q5,2016,Cinza,Alemanha,28927,61292,Usado
Mercedes,GLC,2016,Cinza,Espanha,4073,195905,Usado
Fiat,Tipo,2001,Branco,França,19819,161668,Usado
Renault,Talisman,2010,Cinza,Portugal,46162,78718,Usado
Volkswagen,Golf,2007,Cinza,Reino Unido,41263,222207,Usado
BMW,X1,2013,Branco,Reino Unido,38437,223482,Usado
Mercedes,GLA,2011,Prata,Alemanha,53464,179591,Usado
Fiat,Tipo,2021,Preto,Reino Unido,11049,14219,Usado
Audi,A3,2015,Cinza,França,21504,128830,Usado
Ford,Kuga,2016,Azul,Alemanha,36884,207391,Usado
Ford,Mondeo,2019,Preto,França,13683,195593,Usado
Mercedes,GLA,2001,Cinza,Espanha,51142,17497,Usado
Audi,Q5,2017,Verde,Portugal,8416,182533,Usado
Renault,Talisman,2000,Prata,Reino Unido,15677,129990,Usado
Fiat,500,2018,Azul,Portugal,11153,200676,Usado
Mercedes,GLC,2020,Branco,Itália,57395,39358,Usado
Renault,Megane,2014,Verde,Alemanha,52973,115876,Usado
Volkswagen,Golf,2016,Cinza,Alemanha,29507,130433,Usado
Audi,A4,2010,Cinza,Alemanha,28242,90306,Usado
Volkswagen,Golf,2005,Branco,Países Baixos,55229,11787,Usado
Mercedes,Classe A,2001,Cinza,Polônia,22335,179411,Usado
Ford,Kuga,2008,Branco,Portugal,27767,140574,Usado
Mercedes,Classe A,2006,Cinza,França,41107,217678,Usado
BMW,X1,2019,Cinza,Alemanha,42091,93066,Usado
Fiat,Tipo,2003,Azul,França,37384,193533,Usado
Mercedes,GLC,2002,Cinza,Portugal,57673,216698,Usado
Volkswagen,Tiguan,2015,Prata,Alemanha,39544,22690,Usado
Fiat,Punto,2014,Cinza,Portugal,49058,17081,Usado
Ford,Fiesta,2016,Azul,Portugal,17893,73667,Usado
Mercedes,GLC,2019,Preto,Países Baixos,25164,150579,Usado
Fiat,Panda,2007,Cinza,Países Baixos,54131,51628,Usado
Renault,Talisman,2021,Branco,Itália,56706,225692,Usado
Volkswagen,Golf,2016,Cinza,Portugal,47958,243979,Usado
Fiat,Tipo,2020,Prata,Polônia,16477,58783,Usado
BMW,X3,2006,Verde,França,29951,26080,Usado
Fiat,Punto,2004,Cinza,França,7918,97448,Usado
Mercedes,Classe A,2011,Preto,Reino Unido,26790,19780,Usado
BMW,X1,2011,Branco,Portugal,41878,39595,Usado
Renault,Talisman,2019,Preto,Reino Unido,46892,71321,Usado
Fiat,Panda,2009,Branco,Países Baixos,57817,221654,Usado
Mercedes,GLC,2018,Prata,Países Baixos,33703,65841,Usado
Volkswagen,Passat,2010,Cinza,Polônia,53067,66259,Usado
Peugeot,5008,2015,Cinza,Reino Unido,37517,192654,Usado
Renault,Talisman,2001,Prata,Reino Unido,47813,242227,Usado
Volkswagen,Passat,2016,Prata,França,42673,239956,Usado
Audi,Q3,2014,Prata,Polônia,7637,151948,Usado
Ford,Fiesta,2016,Branco,Polônia,5433,91698,Usado
Renault,Talisman,2011,Azul,Itália,26115,57827,Usado
Mercedes,Classe C,2005,Prata,Países Baixos,30482,46844,Usado
Volkswagen,Passat,2008,Cinza,França,11416,15421,Usado
BMW,Serie 5,2021,Branco,Polônia,58016,26226,Usado
BMW,Serie 5,2004,Branco,França,15341,84753,Usado
Volkswagen,Passat,2001,Azul,Alemanha,50357,73909,Usado
Audi,Q3,2010,Cinza,Portugal,47004,240405,Usado
BMW,Serie 1,2004,Preto,Países Baixos,48243,96798,Usado
Audi,A4,2019,Vermelho,Espanha,27050,39540,Usado
Ford,Focus,2021,Cinza,Países Baixos,26930,247044,Usado
BMW,Serie 5,2011,Branco,Portugal,25339,20290,Usado
BMW,X1,2004,Vermelho,Polônia,48327,148482,Usado
Audi,Q3,2014,Branco,Polônia,16007,222994,Usado
Fiat,500,2008,Branco,Portugal,38116,223951,Usado
BMW,Serie 5,2016,Vermelho,Alemanha,26695,137266,Usado
Volkswagen,Polo,2011,Cinza,França,48322,85337,Usado
BMW,Serie 1,2016,Prata,Espanha,12765,33983,Usado
Mercedes,GLA,2010,Preto,França,21988,110113,Usado
Fiat,500,2005,Vermelho,Espanha,13495,196421,Usado
BMW,Serie 1,2012,Prata,Alemanha,41028,179469,Usado
Fiat,Panda,2000,Cinza,França,21479,114154,Usado
Mercedes,Classe C,2000,Azul,Portugal,7959,197667,Usado
Mercedes,Classe C,2017,Branco,Portugal,45024,46321,Usado
Renault,Captur,2004,Cinza,Países Baixos,4336,178333,Usado
BMW,Serie 1,2010,Branco,França,52901,183934,Usado
Mercedes,GLC,2007,Branco,Alemanha,43387,237977,Usado
Ford,Fiesta,2018,Azul,França,51360,125029,Usado
Fiat,500,2005,Preto,Portugal,5926,166049,Usado
Ford,Kuga,2013,Preto,Alemanha,20035,80024,Usado
BMW,Serie 3,2016,Vermelho,Espanha,53470,239350,Usado
Volkswagen,Tiguan,2010,Cinza,França,29187,146858,Usado
Volkswagen,Passat,2020,Prata,Reino Unido,9020,25752,Usado
Fiat,Tipo,2001,Preto,Alemanha,51488,6084,Usado
Fiat,Panda,2019,Cinza,Reino Unido,27204,98048,Usado
Peugeot,5008,2009,Azul,Itália,52901,209696,Usado
BMW,Serie 3,2010,Preto,Alemanha,5715,96031,Usado
Mercedes,Classe A,2004,Preto,Países Baixos,3479,231239,Usado
Peugeot,308,2008,Verde,Países Baixos,12609,91539,Usado
Mercedes,GLA,2017,Branco,Polônia,6850,172777,Usado
Mercedes,Classe A,2009,Azul,Portugal,31334,135328,Usado
Peugeot,208,2005,Cinza,Espanha,37707,112475,Usado
Volkswagen,Tiguan,2019,Cinza,Países Baixos,50083,245516,Usado
Volkswagen,Polo,2003,Preto,Alemanha,36719,53647,Usado
Ford,Fiesta,2009,Preto,Polônia,9413,6882,Usado
Mercedes,GLC,2004,Azul,Portugal,24845,60435,Usado
BMW,Serie 5,2000,Verde,Países Baixos,24558,172935,Usado
Fiat,500,2008,Azul,Espanha,49026,75995,Usado
Mercedes,GLA,2020,Branco,Portugal,49294,157107,Usado
Audi,A4,2021,Azul,Espanha,22520,147589,Usado
BMW,X3,2010,Branco,Países Baixos,15869,172488,Usado
Renault,Captur,2015,Azul,Países Baixos,56541,174474,Usado
Mercedes,Classe A,2007,Azul,Itália,46323,68758,Usado
Fiat,Tipo,2013,Branco,Países Baixos,26645,242823,Usado
Fiat,500,2015,Prata,Polônia,21867,160172,Usado
Fiat,Panda,2011,Azul,França,30430,45394,Usado
Mercedes,Classe C,2019,Cinza,Polônia,53936,95431,Usado
Audi,A3,2016,Prata,Itália,38547,167941,Usado
Fiat,Tipo,2010,Prata,Reino Unido,29861,193259,Usado
Fiat,Punto,2013,Azul,Polônia,23111,5717,Usado
Peugeot,3008,2016,Branco,Polônia,43504,160191,Usado
Audi,Q3,2009,Branco,Reino Unido,30117,236811,Usado
Mercedes,Classe A,2013,Vermelho,Itália,13526,108476,Usado
Peugeot,208,2002,Vermelho,Espanha,22531,38673,Usado
Renault,Megane,2011,Preto,Itália,39284,115226,Usado
Volkswagen,Tiguan,2010,Prata,Portugal,37915,121908,Usado
Ford,Mondeo,2013,Azul,Portugal,6336,23746,Usado
Fiat,Panda,2007,Verde,França,11197,43301,Usado
Peugeot,308,2018,Cinza,Alemanha,15020,5007,Usado
Volkswagen,Passat,2004,Preto,Países Baixos,24259,168544,Usado
Volkswagen,Passat,2017,Cinza,França,35106,196453,Usado
Mercedes,Classe A,2002,Cinza,França,7846,114572,Usado
Renault,Captur,2004,Prata,Alemanha,33745,186062,Usado
Fiat,Tipo,2013,Preto,Espanha,26576,54796,Usado
Peugeot,208,2021,Cinza,Alemanha,26153,87387,Usado
Mercedes,Classe A,2005,Preto,Reino Unido,22192,59941,Usado
BMW,X1,2003,Verde,Países Baixos,26915,62774,Usado
Mercedes,GLC,2003,Azul,Itália,3045,104180,Usado
Mercedes,Classe C,2003,Preto,Países Baixos,4739,92586,Usado
Audi,A4,2013,Branco,Alemanha,19717,72066,Usado
Renault,Clio,2001,Branco,Itália,45259,116215,Usado
Mercedes,Classe A,2001,Cinza,Portugal,39454,56092,Usado
Peugeot,5008,2005,Cinza,Itália,56405,242193,Usado
Mercedes,Classe A,2009,Cinza,Itália,43521,28406,Usado
Fiat,500,2003,Cinza,Espanha,17542,75790,Usado
Renault,Captur,2022,Prata,Portugal,25681,25826,Usado
Volkswagen,Tiguan,2010,Preto,Espanha,43659,121508,Usado
Fiat,Tipo,2021,Vermelho,Alemanha,17101,60755,Usado
Fiat,Tipo,2021,Cinza,Reino Unido,47976,242776,Usado
Peugeot,3008,2016,Branco,Itália,13887,15677,Usado
Fiat,500,2018,Branco,Reino Unido,33126,227301,Usado
BMW,X1,2016,Preto,Reino Unido,30677,249579,Usado
Mercedes,GLC,2006,Cinza,Reino Unido,41815,147236,Usado
Renault,Megane,2010,Cinza,Polônia,4071,225822,Usado
BMW,X3,2013,Preto,Espanha,50274,55604,Usado
Fiat,Punto,2017,Azul,Reino Unido,3200,45593,Usado
Volkswagen,Golf,2014,Preto,França,39481,135061,Usado
Peugeot,3008,2012,Verde,Polônia,44723,96366,Usado
Renault,Captur,2006,Preto,Polônia,12461,21342,Usado
Peugeot,5008,2001,Preto,Itália,44633,173444,Usado
Fiat,500,2011,Prata,Itália,47334,145453,Usado
Volkswagen,Polo,2009,Vermelho,Polônia,10391,160383,Usado
Fiat,500,2018,Preto,Itália,25181,201762,Usado
Ford,Kuga,2006,Azul,Reino Unido,47601,179411,Usado
Ford,Mondeo,2021,Cinza,França,19348,168071,Usado
Ford,Mondeo,2005,Branco,Reino Unido,6077,33389,Usado
Renault,Clio,2019,Verde,Itália,46586,204319,Usado
Audi,A4,2017,Azul,Alemanha,54454,218728,Usado
Fiat,500,2002,Azul,Espanha,43293,17375,Usado
Audi,A3,2016,Prata,Alemanha,58742,101575,Usado
BMW,Serie 1,2010,Branco,França,8697,204455,Usado
Ford,Mondeo,2007,Vermelho,Portugal,43887,198123,Usado
Fiat,Panda,2004,Prata,Alemanha,13458,41619,Usado
Ford,Mondeo,2007,Vermelho,Alemanha,28609,210565,Usado
Ford,Fiesta,2002,Preto,Espanha,43975,127183,Usado
Volkswagen,Golf,2002,Cinza,Espanha,35846,32664,Usado
Mercedes,Classe C,2020,Branco,Itália,12803,70967,Usado
Renault,Talisman,2008,Branco,Polônia,34818,182969,Usado
Volkswagen,Passat,2015,Vermelho,Polônia,51083,42199,Usado
Fiat,Punto,2002,Preto,Portugal,34574,102015,Usado
Volkswagen,Passat,2012,Cinza,Itália,50456,153384,Usado
Audi,A4,2002,Branco,França,24771,150271,Usado
Peugeot,5008,2013,Branco,Alemanha,56549,64322,Usado
Mercedes,Classe C,2002,Preto,Países Baixos,28569,21179,Usado
Ford,Focus,2018,Branco,Reino Unido,3345,152611,Usado
Renault,Megane,2009,Verde,Alemanha,44101,54255,Usado
Audi,A4,2020,Branco,França,6875,200096,Usado
Renault,Clio,2007,Branco,Reino Unido,18037,132702,Usado
Volkswagen,Passat,2002,Cinza,Portugal,37196,127693,Usado
Volkswagen,Passat,2012,Prata,Países Baixos,18461,84987,Usado
Audi,Q5,2003,Branco,Espanha,10563,80129,Usado
Fiat,500,2015,Branco,Países Baixos,36346,206612,Usado
Renault,Captur,2008,Branco,Polônia,40038,148168,Usado
BMW,Serie 1,2014,Preto,Reino Unido,31836,83751,Usado
Peugeot,5008,2000,Branco,Países Baixos,50349,157479,Usado
Ford,Focus,2014,Cinza,Alemanha,8083,126618,Usado
Volkswagen,Polo,2006,Branco,Polônia,45828,147450,Usado
Ford,Focus,2003,Cinza,Itália,54983,34069,Usado
Fiat,Tipo,2006,Preto,Reino Unido,46116,180941,Usado
Fiat,500,2005,Cinza,Polônia,39146,189048,Usado
Volkswagen,Passat,2000,Branco,Itália,3493,95033,Usado
Renault,Captur,2007,Branco,Polônia,49901,234375,Usado
Peugeot,5008,2022,Prata,França,28994,98938,Usado
Ford,Mondeo,2018,Cinza,Reino Unido,27816,132671,Usado
Ford,Kuga,2000,Cinza,Polônia,29319,25394,Usado
Peugeot,308,2000,Prata,Portugal,38445,65705,Usado
Peugeot,308,2007,Preto,Espanha,45029,104445,Usado
Peugeot,3008,2020,Branco,Polônia,44875,230557,Usado
Volkswagen,Golf,2007,Azul,Alemanha,8988,60450,Usado
Mercedes,GLC,2017,Preto,França,23177,72196,Usado
Peugeot,308,2016,Prata,Itália,52745,203678,Usado
Ford,Focus,2015,Prata,Países Baixos,42793,137306,Usado
BMW,Serie 1,2007,Prata,Portugal,10754,225380,Usado
Ford,Focus,2022,Preto,Espanha,59334,173458,Usado
Audi,Q3,2009,Vermelho,Alemanha,26736,54239,Usado
Mercedes,GLC,2000,Preto,Polônia,52805,58912,Usado
Renault,Clio,2002,Cinza,Espanha,31526,163854,Usado
Mercedes,Classe C,2013,Verde,Alemanha,33115,102733,Usado
Renault,Clio,2009,Branco,Portugal,49580,60889,Usado
Volkswagen,Tiguan,2010,Azul,Países Baixos,21430,236570,Usado
Fiat,Tipo,2017,Azul,Alemanha,52811,168963,Usado
Mercedes,GLC,2013,Azul,Países Baixos,20513,48889,Usado
Fiat,Tipo,2016,Branco,França,59177,175349,Usado
Fiat,500,2018,Cinza,França,50197,172673,Usado
Mercedes,GLC,2020,Vermelho,Espanha,18097,63330,Usado
Audi,A3,2019,Preto,Espanha,9839,177880,Usado
Fiat,Panda,2014,Preto,França,56419,153330,Usado
Audi,Q3,2018,Azul,Reino Unido,27475,8753,Usado
Mercedes,Classe A,2022,Azul,Espanha,3567,68579,Usado
BMW,X3,2012,Branco,Portugal,35813,179884,Usado
Audi,Q3,2013,Cinza,Alemanha,49294,109524,Usado
Volkswagen,Golf,2006,Vermelho,Itália,35175,185921,Usado
Audi,A4,2006,Preto,Itália,41229,194719,Usado
Ford,Mondeo,2020,Preto,Portugal,58419,83789,Usado
Renault,Talisman,2012,Preto,Reino Unido,42519,226740,Usado
Peugeot,3008,2003,Cinza,Itália,25354,243081,Usado
BMW,Serie 5,2022,Azul,Reino Unido,16888,149425,Usado
Fiat,500,2016,Prata,Espanha,14068,187255,Usado
Ford,Focus,2014,Prata,Alemanha,48125,13625,Usado
Peugeot,3008,2021,Azul,Portugal,11258,232259,Usado
Audi,Q3,2000,Branco,Portugal,59814,165562,Usado
Audi,A3,2009,Preto,França,33705,137893,Usado
Ford,Mondeo,2008,Cinza,Itália,43140,155305,Usado
Audi,Q3,2019,Cinza,Reino Unido,18141,141670,Usado
Peugeot,208,2020,Preto,Itália,49270,48674,Usado
Peugeot,208,2002,Verde,França,31022,10769,Usado
Audi,Q5,2007,Preto,Alemanha,53876,55738,Usado
Ford,Fiesta,2017,Cinza,Portugal,36184,97690,Usado
Fiat,Tipo,2013,Azul,Espanha,14370,137641,Usado
BMW,Serie 3,2000,Vermelho,Alemanha,40275,177454,Usado
Fiat,500,2018,Prata,Alemanha,59675,48845,Usado
Ford,Focus,2001,Azul,Alemanha,36188,110777,Usado
BMW,X3,2019,Preto,França,33090,23870,Usado
Renault,Captur,2000,Branco,França,52251,63234,Usado
Renault,Megane,2012,Azul,Portugal,22836,228283,Usado
BMW,Serie 3,2021,Azul,Reino Unido,48027,63551,Usado
Volkswagen,Polo,2007,Branco,Países Baixos,13840,41363,Usado
Volkswagen,Polo,2003,Cinza,Reino Unido,13913,167672,Usado
Ford,Mondeo,2006,Azul,Portugal,24918,26310,Usado
Mercedes,GLA,2018,Cinza,Espanha,34023,93359,Usado
BMW,Serie 1,2016,Preto,Itália,35000,218367,Usado
Ford,Fiesta,2003,Branco,Espanha,8600,211107,Usado
Mercedes,Classe A,2002,Branco,Espanha,12110,230267,Usado
Fiat,Tipo,2014,Vermelho,Espanha,49291,195463,Usado
Fiat,500,2006,Prata,Reino Unido,4245,40301,Usado
Audi,Q3,2011,Vermelho,Reino Unido,30535,189712,Usado
Audi,Q3,2013,Branco,Polônia,46964,219572,Usado
Fiat,500,2018,Cinza,Reino Unido,33012,8489,Usado
Volkswagen,Polo,2011,Preto,França,42277,183530,Usado
Fiat,Panda,2015,Verde,Países Baixos,29060,176097,Usado
Fiat,Punto,2007,Preto,Espanha,37048,102836,Usado
Fiat,Punto,2010,Prata,Países Baixos,34964,224357,Usado
Peugeot,3008,2015,Azul,Alemanha,57056,49326,Usado
Renault,Megane,2013,Cinza,Alemanha,26940,74431,Usado
Mercedes,Classe A,2000,Cinza,Espanha,4777,172720,Usado
Peugeot,3008,2014,Azul,Itália,20338,183270,Usado
Renault,Clio,2021,Cinza,Itália,48313,131955,Usado
Renault,Megane,2015,Cinza,Espanha,25143,39653,Usado
Mercedes,GLA,2011,Vermelho,Polônia,56148,117706,Usado
Mercedes,Classe C,2014,Cinza,Polônia,40382,104200,Usado
Volkswagen,Passat,2021,Cinza,Reino Unido,14848,38465,Usado
Mercedes,Classe C,2022,Cinza,Portugal,39960,41431,Usado
Ford,Focus,2008,Prata,Itália,38631,80278,Usado
Mercedes,Classe C,2007,Branco,Polônia,5312,128551,Usado
Mercedes,Classe A,2012,Branco,Alemanha,47893,66476,Usado
Mercedes,Classe A,2007,Cinza,Polônia,55003,36349,Usado
Volkswagen,Polo,2006,Preto,França,27003,129121,Usado
Mercedes,GLA,2014,Branco,Itália,36394,218279,Usado
Audi,Q5,2013,Azul,França,18176,162243,Usado
Ford,Kuga,2008,Preto,Itália,32655,67976,Usado
Fiat,500,2009,Branco,França,4401,191415,Usado
BMW,Serie 1,2011,Cinza,Portugal,39338,182160,Usado
Ford,Mondeo,2004,Branco,Portugal,19295,77902,Usado
Mercedes,Classe C,2021,Cinza,Portugal,29720,173806,Usado
Mercedes,Classe A,2007,Prata,Portugal,35228,204487,Usado
Audi,A4,2016,Cinza,Portugal,8734,49064,Usado
Volkswagen,Passat,2011,Branco,Reino Unido,33816,230784,Usado
Renault,Clio,2014,Branco,Reino Unido,34849,103859,Usado
Fiat,500,2009,Prata,Países Baixos,39619,41529,Usado
Peugeot,3008,2003,Vermelho,Portugal,30277,43471,Usado
Peugeot,208,2022,Preto,Alemanha,43190,141587,Usado
BMW,X1,2017,Branco,França,28106,165111,Usado
Audi,A3,2002,Branco,Itália,37764,128621,Usado
Mercedes,Classe A,2018,Verde,Polônia,46663,235242,Usado
Peugeot,3008,2020,Branco,Alemanha,13269,79898,Usado
Ford,Focus,2014,Cinza,Espanha,5224,225346,Usado
Fiat,Tipo,2006,Branco,Reino Unido,30215,190069,Usado
Volkswagen,Golf,2008,Branco,Portugal,33773,128044,Usado
Renault,Megane,2020,Vermelho,Alemanha,37768,124943,Usado
Peugeot,5008,2016,Vermelho,Polônia,5364,160579,Usado
Peugeot,3008,2009,Preto,Polônia,36314,149218,Usado
BMW,X3,2005,Branco,França,25586,166233,Usado
BMW,Serie 1,2003,Preto,Alemanha,32106,123632,Usado
Renault,Megane,2003,Branco,França,59303,158364,Usado
Mercedes,GLA,2020,Azul,Portugal,58156,74346,Usado
Fiat,500,2003,Prata,Espanha,23981,209284,Usado
Fiat,Tipo,2004,Branco,Países Baixos,17036,237910,Usado
Volkswagen,Golf,2011,Cinza,Espanha,47375,113463,Usado
Audi,Q3,2004,Cinza,França,51503,215907,Usado
Peugeot,3008,2009,Branco,Reino Unido,26909,128368,Usado
Ford,Mondeo,2011,Branco,Polônia,36123,60450,Usado
Renault,Talisman,2006,Preto,Portugal,17390,63059,Usado
Mercedes,Classe A,2010,Preto,França,48122,231401,Usado
BMW,X3,2021,Cinza,Reino Unido,42956,47479,Usado
Audi,Q5,2009,Cinza,Países Baixos,32673,66821,Usado
Fiat,Tipo,2021,Verde,França,51203,161528,Usado
Audi,Q5,2003,Cinza,Alemanha,59267,160484,Usado
Renault,Talisman,2007,Verde,Portugal,41861,230851,Usado
Audi,Q5,2008,Cinza,Portugal,25891,14503,Usado
Fiat,500,2018,Preto,França,38948,59172,Usado
Ford,Focus,2003,Preto,Espanha,18490,43970,Usado
Mercedes,Classe C,2005,Vermelho,Países Baixos,55009,107200,Usado
Volkswagen,Polo,2015,Branco,Países Baixos,41833,30210,Usado
Fiat,Tipo,2003,Vermelho,França,24865,57075,Usado
Audi,Q3,2015,Prata,Países Baixos,12428,6433,Usado
Ford,Focus,2000,Vermelho,Reino Unido,48797,47830,Usado
Ford,Mondeo,2003,Vermelho,Espanha,27664,88848,Usado
Audi,A3,2005,Azul,Espanha,51602,242510,Usado
Renault,Talisman,2011,Branco,França,24913,117275,Usado
Volkswagen,Polo,2020,Branco,Portugal,43933,34725,Usado
Renault,Megane,2012,Preto,Portugal,57663,220476,Usado
Mercedes,Classe C,2018,Branco,Espanha,56161,225855,Usado
Volkswagen,Passat,2017,Azul,Reino Unido,36324,77085,Usado
Volkswagen,Passat,2008,Preto,Polônia,41096,17511,Usado
Peugeot,5008,2004,Preto,Países Baixos,39993,187259,Usado
Mercedes,Classe A,2018,Branco,Reino Unido,18792,133743,Usado
Volkswagen,Passat,2016,Branco,Espanha,57793,178916,Usado
Renault,Clio,2004,Cinza,Espanha,17936,33569,Usado
Volkswagen,Golf,2008,Preto,Países Baixos,19883,126740,Usado
Fiat,Tipo,2016,Cinza,Reino Unido,25064,202362,Usado
BMW,Serie 5,2003,Preto,Portugal,18084,50841,Usado
Mercedes,GLA,2008,Verde,França,7534,41447,Usado
BMW,Serie 5,2013,Preto,Alemanha,41883,46096,Usado
